query_id,raw_query,query_language,normalized_query_en,intent,faq_id,payment_method,sentiment,channel,user_persona,contains_typo,timestamp
Q-0225,meri verification reject ho gai hai dobara kaise submit karu CNIC pics?,code_switched,"My verification got rejected, how do I resubmit my CNIC pictures again?",account_verification,FAQ-006,N/A,neutral,email,general_user,FALSE,21/06/2026 17:28
Q-0226,"listen, mere account se koi unauthorized transaction hui hai, refund milega kya is case mein",code_switched,"There was an unauthorized transaction from my account, will I get a refund in this case?",refunds,FAQ-029,N/A,worried,in_app_chat,small_business_owner,FALSE,13/04/2026 1:47
Q-0227,"listen, meri complaint kai dinon se solve nahin hui, ab kaise escalate karun isko",roman_urdu,"My issue hasn't been resolved for days, how can I escalate this?",agent_escalation,FAQ-082,N/A,frustrated,whatsapp_support,small_business_owner,FALSE,03/04/2026 0:09
Q-0228,Whtas the min and max amount i can top up in one go thank you,english,What's the min and max amount I can top up in one go?,top_up_failure,FAQ-036,N/A,neutral,in_app_chat,general_user,TRUE,25/05/2026 18:25
Q-0229,"Meri bijli bill mein overcharge hua tha, srf wo extra amount wapis mil sakta hai? pls help",code_switched,"My electricity bill was overcharged, can I just get the extra amount refunded?",refunds,FAQ-027,N/A,neutral,in_app_chat,student,FALSE,03/06/2026 16:42
Q-0230,"Whats the difference between basic and verified acc on zar labs, limits alag alag hain kya",code_switched,"What's the difference between basic and verified accounts on Zar Labs, are the limits different?",account_verification,FAQ-002,N/A,neutral,email,student,FALSE,03/05/2026 17:57
Q-0231,"Dear support, bank transfer complete ho chuka hai meri bank app pe dikha raha h but zar labs pe abi bhi processing hai kyun Please help me na.",code_switched,"The bank transfer is complete and shows in my bank app, but on Zar Labs it's still showing processing, why?",transaction_status,FAQ-013,Bank Transfer,neutral,phone_call,senior_citizen,FALSE,18/06/2026 20:06
Q-0232,"hey, Mera selfie step baar baar fail horha hy, kia video call se bhi verification ho sakti hai pls help",code_switched,"Can verification also happen via video call, my selfie step keeps failing repeatedly?",kyc_cnic,FAQ-050,N/A,neutral,phone_call,student,FALSE,07/05/2026 14:04
Q-0233,Meri payment reverse ho gai hai wallet mein wapis aa gai but smjh nahi aaya kyun hua ye need this resolved today,code_switched,My payment got reversed and came back to my wallet but I don't understand why this happened.,transaction_status,FAQ-015,N/A,neutral,email,small_business_owner,FALSE,15/04/2026 20:47
Q-0234,"hello, kaisay pata chalega ke mera account basic hai ya verified? app me kaha dekhu thank you",roman_urdu,How do I know if my account is basic or verified? Where do I check in the app?,account_verification,FAQ-010,N/A,neutral,in_app_chat,general_user,FALSE,27/05/2026 17:09
Q-0235,"Refund ho sakta hai kia please help, qR code se galat banday ko paisa chala gyaa thanks",code_switched,"I sent money to the wrong person via QR code, can I get a refund, please help.",refunds,FAQ-030,N/A,worried,whatsapp_support,freelancer,TRUE,11/04/2026 18:02
Q-0236,"hi, transfer failed but amount deducted from wallet, this happened again, so annoying asap plz",code_switched,"The transfer failed but the amount was deducted from my wallet, this happened again, so annoying.",transaction_status,FAQ-012,N/A,frustrated,phone_call,student,FALSE,24/06/2026 11:50
Q-0237,"abhi abhi mera phone kho gaya hai, foran mera account freeze karna hai please madad karein",roman_urdu,"I just lost my phone, I need to freeze my account immediately, please help.",fraud_report,FAQ-072,N/A,worried,phone_call,freelancer,FALSE,04/06/2026 22:01
Q-0238,"hi, kya mai bahar mulk apne rishtedar ko paisa bhej sakta hu is app se",code_switched,Can I send money to my relative abroad using this app?,fees_limits,FAQ-070,N/A,neutral,phone_call,freelancer,FALSE,28/05/2026 11:05
Q-0239,support ko call karne se pehle kya kya cheezein ready rakhni chahiye mujhe,code_switched,What things should I keep ready before calling support?,agent_escalation,FAQ-084,N/A,neutral,in_app_chat,general_user,FALSE,27/05/2026 13:55
Q-0240,"App itni jldi logout kun kr deta hy, sach mein bara irritating hai ye thanks",roman_urdu,"Why does the app log me out so fast, it's kind of annoying honestly.",login_security,FAQ-058,N/A,frustrated,phone_call,freelancer,TRUE,09/05/2026 19:57
Q-0241,"urgent - apna number change krna hy account pe, kitna secure hy ye process, koi risk to nahi this is urgent",code_switched,"I need to change my number on my account, how secure is this process, is there any risk?",login_security,FAQ-056,N/A,worried,whatsapp_support,small_business_owner,FALSE,25/06/2026 15:21
Q-0242,"hey, jazzcash se transfer kiya tha processng pe atka hua hai 1 ghante se, dobara bhej du kya? someone reply?",code_switched,"I did a transfer from JazzCash, it's been stuck on processing for an hour, should I send it again?",transaction_status,FAQ-019,JazzCash,worried,email,student,TRUE,10/06/2026 15:30
Q-0243,"Ek merchant fraud scheme chala raha h lagta hai, kese report karu use Meherbani hogi.",code_switched,"It seems a merchant is running a fraud scheme, how do I report them?",fraud_report,FAQ-080,N/A,neutral,whatsapp_support,senior_citizen,FALSE,03/04/2026 20:36
Q-0244,Koi zar labs ka office ya agent hy mere shehar mein jaha jaa sakta hu madad k liye pls help,code_switched,Is there a Zar Labs office or agent in my city that I can go to for help?,agent_escalation,FAQ-083,N/A,neutral,in_app_chat,student,FALSE,21/04/2026 18:12
Q-0245,"Salam, zar labs ki fraud investigation mein kitna waqt lagta hai, tqreeban aik hafta ho gaya hai Please help me na.",roman_urdu,"How long does a Zar Labs fraud investigation usually take, it's been almost a week.",fraud_report,FAQ-077,N/A,frustrated,whatsapp_support,senior_citizen,FALSE,21/05/2026 22:46
Q-0246,"hello, kya mai bahar mulk apne rishtedar ko paisay bhej skta hu is app se",code_switched,Can I send money to my relative abroad using this app?,fees_limits,FAQ-070,N/A,neutral,email,general_user,TRUE,30/06/2026 16:59
Q-0247,quick q - got a new sim same old number do i need to reverify my zar labs account,english,"I got a new sim with the same old number, do I need to reverify my Zar Labs account?",account_verification,FAQ-008,N/A,neutral,phone_call,freelancer,FALSE,22/05/2026 19:26
Q-0248,"yo, Investigation mein kitna time lagta hai normally, fraud report submit kie 5 din ho gaye asap plz",code_switched,"It's been 5 days since I submitted a fraud report, how long does the investigation normally take?",fraud_report,FAQ-077,N/A,neutral,in_app_chat,student,TRUE,05/05/2026 4:40
Q-0249,"Assalam o alaikum, Koi dobara review kr sakta hy kia, mera case jaise solve kiya gaya usse khush nahi hu Meherbani hogi.",roman_urdu,"I'm not happy with how my case was resolved, can someone review it again?",agent_escalation,FAQ-088,N/A,frustrated,in_app_chat,senior_citizen,FALSE,27/06/2026 12:26
Q-0250,"hi, mera case jaise solve kiya gaya usse khush nahi hu, koi dobara review kr sakta hai kya appreciate the help",roman_urdu,"I'm not happy with how my case was resolved, can someone review it again?",agent_escalation,FAQ-088,N/A,frustrated,whatsapp_support,freelancer,FALSE,16/04/2026 14:13
Q-0251,"app kaafi laggy horaha hai ajkal, screens khulne mein bara time lagta hai",roman_urdu,"The app has been super laggy lately, it's taking forever to open screens.",app_technical,FAQ-098,N/A,frustrated,in_app_chat,student,FALSE,15/05/2026 0:19
Q-0252,urgent - bank account mein withdraw karne ka fee kitna hai zar labs se,code_switched,How much is the fee to withdraw to a bank account from Zar Labs?,fees_limits,FAQ-064,Bank Transfer,neutral,email,small_business_owner,FALSE,28/04/2026 3:44
Q-0253,"hey, mera account lock ho gaya hai baar baar galat password dalne ki wajah se, ab hi kya karu asap plz",code_switched,"My account got locked because I entered the wrong password repeatedly, what should I do now?",login_security,FAQ-053,N/A,worried,phone_call,student,FALSE,10/05/2026 14:53
Q-0254,"Meri CNIC expire ho chuki h, ab hi verification kaise hogi zar labs pe? thanks",code_switched,"My CNIC has expired, how will verification happen on Zar Labs now?",kyc_cnic,FAQ-042,N/A,worried,phone_call,freelancer,FALSE,26/04/2026 10:07
Q-0255,"TID share kr du?, easypaisa se top up kiya paisay kat gaya wahan se but zar labs wallet mein nahin aya",code_switched,"I topped up from EasyPaisa, the money was deducted there but it hasn't come into my Zar Labs wallet, should I share the TID?",top_up_failure,FAQ-031,EasyPaisa,worried,whatsapp_support,student,FALSE,04/05/2026 11:35
Q-0256,"Mera CNIC kisi aur k account se already registered bata raha hai app, jabke ye mera pehla hi account hai, kia karu thank you",roman_urdu,"The app says my CNIC is already registered with another account, even though this is my very first account, what should I do?",kyc_cnic,FAQ-049,N/A,worried,whatsapp_support,general_user,FALSE,23/04/2026 13:54
Q-0257,"need help fast - URGENT hai, phone chori hoa h, koi direct fraud line h jispe abhi call karu need this resolved today",code_switched,"It's urgent, my phone got stolen, is there a direct fraud line I can call right now?",agent_escalation,FAQ-089,N/A,worried,phone_call,small_business_owner,FALSE,11/04/2026 18:59
Q-0258,bhai got a new sim same old number do i need to reverify my zar labs account pls help,english,"I got a new sim with the same old number, do I need to reverify my Zar Labs account?",account_verification,FAQ-008,N/A,neutral,in_app_chat,student,FALSE,20/06/2026 3:05
Q-0259,"hey, refund wallet mein aayega ya jis card se top up kiya tha usme wapis jayega? pls help",code_switched,Will the refund come to my wallet or go back to the card I used to top up?,refunds,FAQ-023,Debit Card,neutral,in_app_chat,student,FALSE,14/04/2026 3:31
Q-0260,how do i enable face id login on this app,english,How do I enable Face ID login on this app?,login_security,FAQ-054,N/A,neutral,in_app_chat,freelancer,FALSE,11/04/2026 18:51
Q-0261,"Cancelled a transfer, how long till the refund shows up in my wallet thanks",english,"I cancelled a transfer, how long till the refund shows up in my wallet?",refunds,FAQ-022,N/A,neutral,email,freelancer,FALSE,09/05/2026 21:29
Q-0262,"Mujhe formal complaint file karni hai likhit mein, email pe kaise bheju use pls batayen someone reply?",roman_urdu,"The app is saying this CNIC is already registered with another account, but this is my first account, please help.",kyc_cnic,FAQ-049,N/A,worried,phone_call,student,FALSE,17/06/2026 16:07
Q-0263,"hi, ek merchant fraud scheme chala raha h lagat hy, kaise report karu use pls help",code_switched,"It seems a merchant is running a fraud scheme, how do I report them?",fraud_report,FAQ-080,N/A,neutral,phone_call,student,TRUE,10/05/2026 20:45
Q-0264,"hello, Wajah samajh nahi aa rahi, nADRA verification baar baar fail ho rahi hai meri",code_switched,"My NADRA verification keeps failing repeatedly, I can't understand the reason.",kyc_cnic,FAQ-043,N/A,frustrated,phone_call,general_user,FALSE,01/07/2026 7:32
Q-0265,"Beta, app loading screen pe hi atka reh gaya hai, aaeg nahi ja raha Please help me na.",code_switched,"The app is stuck on the loading screen, it's not going any further.",app_technical,FAQ-100,N/A,frustrated,email,senior_citizen,TRUE,08/04/2026 22:57
Q-0266,"hey, easypaisa pe transfer karne ka koi charge lagta hai kya, kitna hy someone reply?",code_switched,"Is there a charge for transferring to EasyPaisa, how much is it?",fees_limits,FAQ-063,EasyPaisa,neutral,phone_call,student,FALSE,06/04/2026 15:02
Q-0267,"excuse me, Dobara bhej du kya?, jazzcash se transfer kiya tha processing pe atka hua hai 1 ghante se koi to bata dein",code_switched,"I did a transfer from JazzCash, it's been stuck on processing for an hour, should I send it again?",transaction_status,FAQ-019,JazzCash,worried,in_app_chat,general_user,FALSE,12/06/2026 22:52
Q-0268,"koi banda khud ko zar labs agent bata k account activate karne k liye paisa mang raha hai, sahi hai ye?",code_switched,"Someone claiming to be a Zar Labs agent is asking for money to activate my account, is this legitimate?",fraud_report,FAQ-074,N/A,worried,email,general_user,FALSE,20/05/2026 18:27
Q-0269,"listen, whats the min and max amount i can top up in one go",english,What's the min and max amount I can top up in one go?,top_up_failure,FAQ-036,N/A,neutral,phone_call,small_business_owner,FALSE,07/06/2026 15:53
Q-0270,"hey, Email pe kaisay bheju use pls batayen, mujhe formal complaint file karni hai likhit mein asap plz",roman_urdu,"The app is saying this CNIC is already registered with another account, but this is my first account, please help.",kyc_cnic,FAQ-049,N/A,worried,phone_call,student,FALSE,15/06/2026 12:46
Q-0271,"kisi insaan se baat krni hai support ki, bot se kaam nahi ban raha mera",code_switched,"I need to talk to a human from support, the bot isn't resolving my issue.",agent_escalation,FAQ-081,N/A,frustrated,phone_call,general_user,FALSE,22/05/2026 15:14
Q-0272,"Assalam o alaikum, mera card expire ho gaya hai top up k time error de raha hai naya card kaise add karu",code_switched,"My card has expired, it's giving an error at top-up time, how do I add a new card?",top_up_failure,FAQ-037,Debit Card,neutral,whatsapp_support,senior_citizen,FALSE,28/04/2026 18:50
Q-0273,"mujhe suspicious login attempt ka SMS aya hai jo maine nahi kiya, mera account safe hai na?",code_switched,"I got a suspicious login attempt SMS that I didn't do, is my account safe?",login_security,FAQ-059,N/A,worried,email,senior_citizen,FALSE,22/04/2026 14:13
Q-0274,"bill payment stuck on pending for over a day now, will it auto refund or what",code_switched,"My bill payment has been stuck on pending for over a day now, will it auto refund or what?",transaction_status,FAQ-016,N/A,frustrated,in_app_chat,freelancer,FALSE,28/06/2026 19:49
Q-0275,"OTP nahi aa raha mujhe login k liye, teen martaba try kar chuka hu abhi tak nahi mila",roman_urdu,"My EasyPaisa top-up failed, the amount was deducted from my EasyPaisa account, I need this sorted out today.",top_up_failure,FAQ-031,EasyPaisa,angry,whatsapp_support,small_business_owner,FALSE,28/06/2026 17:58
Q-0276,"forgot mpin how do i reset it, tried couple times already",english,"I forgot my MPIN, how do I reset it, I've tried a couple of times already.",login_security,FAQ-052,N/A,neutral,phone_call,freelancer,FALSE,28/06/2026 11:29
Q-0277,"hello, cancelled a transfer, how long till the refund shows up in my wallet please help",english,"I cancelled a transfer, how long till the refund shows up in my wallet?",refunds,FAQ-022,N/A,neutral,email,general_user,FALSE,08/06/2026 12:19
Q-0278,"bank confirms transfer received par app mein status update nahi ho raha, plz check",code_switched,"My bank confirms the transfer was received but the app status isn't updating, please check.",transaction_status,FAQ-013,Bank Transfer,frustrated,whatsapp_support,small_business_owner,TRUE,14/05/2026 19:03
Q-0279,"excuse me, mera transfer 1 ghante se pending pe hai, paise chlaa gaya but dusri taraf nai pouncha abi tak, ye normal hai? koi to bata dein",code_switched,"My transfer has been pending for 1 hour, the money left my account but hasn't reached the other side yet, is this normal?",transaction_status,FAQ-011,N/A,worried,in_app_chat,general_user,TRUE,13/06/2026 19:37
Q-0280,"yo, MPIN yaad nahi araha mera, transfer nai kr pa rha, jaldi batayen kese reset hota hy",code_switched,"I can't remember my MPIN, I can't do a transfer, please tell me quickly how to reset it.",login_security,FAQ-052,N/A,frustrated,in_app_chat,student,FALSE,17/06/2026 18:07
Q-0281,"Bill payment stuck on pending for over a day now, will it auto refund or what",code_switched,"My bill payment has been stuck on pending for over a day now, will it auto refund or what?",transaction_status,FAQ-016,N/A,frustrated,whatsapp_support,senior_citizen,FALSE,26/05/2026 11:05
Q-0282,kya mai bahar mulk apne rishtedar ko paisa bhej sakta hu is app se,code_switched,Can I send money to my relative abroad using this app?,fees_limits,FAQ-070,N/A,neutral,phone_call,general_user,FALSE,16/05/2026 6:25
Q-0283,"hi, switched phones, how do i get my account set up on the new one appreciate the help",english,"I switched phones, how do I get my account set up on the new one?",app_technical,FAQ-097,N/A,neutral,phone_call,freelancer,FALSE,29/06/2026 16:40
Q-0284,"hello, support ko call karne se pehle kya kya cheezein ready rakhni chahiye mujhe thank you",code_switched,What things should I keep ready before calling support?,agent_escalation,FAQ-084,N/A,neutral,whatsapp_support,general_user,FALSE,05/04/2026 14:40
Q-0285,"listen, Its been a few days since i reported, how can i track my refund request need this resolved today",english,"How can I track my refund request, it's been a few days since I reported it.",refunds,FAQ-026,N/A,neutral,phone_call,small_business_owner,FALSE,11/06/2026 9:57
Q-0286,bank transfer complete ho chuka hai meri bank app pe dikha raha hai but zar labs pe abhi bhi processing hai kyun,code_switched,"The bank transfer is complete and shows in my bank app, but on Zar Labs it's still showing processing, why?",transaction_status,FAQ-013,Bank Transfer,neutral,in_app_chat,general_user,FALSE,16/06/2026 11:30
Q-0287,"meray debit card se fraud transaction hui hai, chargeback kaise file karu",code_switched,"There's been a fraudulent transaction on my debit card, how do I file a chargeback?",fraud_report,FAQ-076,Debit Card,angry,in_app_chat,small_business_owner,FALSE,11/06/2026 13:59
Q-0288,"Meri zar labs app kaise freeze karu turant, mera phone chori ho gaya hai abi this is urgent",code_switched,"My phone was just stolen, how do I freeze my Zar Labs app right away?",fraud_report,FAQ-072,N/A,worried,whatsapp_support,small_business_owner,FALSE,15/04/2026 9:33
Q-0289,"sir, Aage nahi ja raha, app loading screen pe hi atka reh gaya h please help",code_switched,"The app is stuck on the loading screen, it's not going any further.",app_technical,FAQ-100,N/A,frustrated,whatsapp_support,general_user,FALSE,04/06/2026 3:57
Q-0290,"Assalam o alaikum, Ab kya karu, meray CNIC pe naam kch alag hai jo maine register k waqt likha tha usse Please help me na.",code_switched,"The name on my CNIC is a bit different from what I entered during registration, what should I do now?",kyc_cnic,FAQ-045,N/A,worried,in_app_chat,senior_citizen,FALSE,21/05/2026 10:46
Q-0291,"Sir mera number change ho gaya h, zar labs account mein kese update karoon ab verification hone k baad this is urgent",code_switched,"Sir my number has changed, how do I update it in my Zar Labs account after already being verified?",account_verification,FAQ-007,N/A,neutral,whatsapp_support,small_business_owner,FALSE,28/05/2026 12:05
Q-0292,"bhai getting limit exceeded error on bank transfer topup, how much can i actually send someone reply?",english,"I'm getting a limit exceeded error on my bank transfer top-up, how much can I actually send?",top_up_failure,FAQ-033,Bank Transfer,neutral,email,student,FALSE,03/05/2026 16:27
Q-0293,"bhai Dubara verify karna paray ga app pe?, mera sim card kho gaya tha naya lagwaya hai same number pe",code_switched,"My sim card was lost, I got a new one with the same number, will I need to reverify on the app?",account_verification,FAQ-008,N/A,worried,phone_call,student,FALSE,07/06/2026 12:43
Q-0294,"zar labs ki fraud investigation mein kitna waqt lagta hai, tqreeban aik hafta ho gaya hai",roman_urdu,"How long does a Zar Labs fraud investigation usually take, it's been almost a week.",fraud_report,FAQ-077,N/A,frustrated,email,small_business_owner,FALSE,12/05/2026 21:49
Q-0295,"want to dispute a fraudulent charge on my card, whats the process",english,"I want to dispute a fraudulent charge on my card, what's the process?",fraud_report,FAQ-076,Debit Card,neutral,email,freelancer,FALSE,10/06/2026 20:31
Q-0296,bina CNIC diye kya zar labs use kr sakta hu bas number se,roman_urdu,"Can I use Zar Labs without giving my CNIC, just with my number?",account_verification,FAQ-004,N/A,neutral,phone_call,general_user,FALSE,08/05/2026 13:52
Q-0297,"Urgent hy, phone chori hoa h, koi direct frud line hai jispe abi call karu appreciate the help",code_switched,"It's urgent, my phone got stolen, is there a direct fraud line I can call right now?",agent_escalation,FAQ-089,N/A,worried,in_app_chat,freelancer,TRUE,15/04/2026 12:36
Q-0298,"Assalam o alaikum, whats the max amount i can hold in my wallet at ocne Meherbani hogi.",english,What's the max amount I can hold in my wallet at once?,fees_limits,FAQ-068,N/A,neutral,email,senior_citizen,TRUE,12/04/2026 14:10
Q-0299,"bhai stopped getting push notifications for payments, checked settings still nothing",english,"I stopped getting push notifications for payments, I checked settings and there's still nothing.",app_technical,FAQ-094,N/A,neutral,in_app_chat,student,FALSE,27/04/2026 15:18
Q-0300,"Wapis mil sakta h kya, ek seller ne mujhe scam kiya paisa le k item nahi bheja reply fast please",code_switched,"A seller scammed me, took the money and didn't send the item, can I get it back?",fraud_report,FAQ-078,N/A,angry,email,small_business_owner,FALSE,12/05/2026 11:51
Q-0301,"quick q - Is this normal, got a new device login otp prompt even though its my own new phone thanks",english,"I got a new device login OTP prompt even though it's my own new phone, is this normal?",login_security,FAQ-057,N/A,neutral,phone_call,freelancer,FALSE,08/06/2026 10:13
Q-0302,"hi, TID h mere pass, easypaisa se paisa bheja tha zar labs wallet mein abhi tak show nahi ho rha thanks",code_switched,"I sent money from EasyPaisa, it's still not showing in my Zar Labs wallet, I have the TID.",transaction_status,FAQ-017,EasyPaisa,worried,email,freelancer,FALSE,15/05/2026 14:07
Q-0303,"App loading screen pe hi atka reh gaya hai, aage nahin ja rha koi to bata dein",code_switched,"The app is stuck on the loading screen, it's not going any further.",app_technical,FAQ-100,N/A,frustrated,email,general_user,FALSE,04/04/2026 14:13
Q-0304,"excuse me, Kab tak unlock hoga, account lock hogaya baar baar galat login attempt ki wajah se",roman_urdu,"My account got locked after failed login attempts, how long till it's unlocked?",login_security,FAQ-053,N/A,neutral,email,general_user,FALSE,02/06/2026 15:18
Q-0305,"hello, mea daily transaction limit kitna hai verified account pe, bhara payment krna hy thank you",code_switched,"What's my daily transaction limit on a verified account, I need to make a large payment.",fees_limits,FAQ-061,N/A,neutral,whatsapp_support,general_user,TRUE,25/04/2026 17:17
Q-0306,"Name on my cnic doesnt match what i entered during signup, how to fix",english,"The name on my CNIC doesn't match what I entered during signup, how do I fix this?",kyc_cnic,FAQ-045,N/A,neutral,in_app_chat,small_business_owner,FALSE,19/04/2026 13:43
Q-0307,Whats my daily sending limit on this app Meherbani hogi.,english,What's my daily sending limit on this app?,fees_limits,FAQ-061,N/A,neutral,phone_call,senior_citizen,FALSE,22/05/2026 6:12
Q-0308,"urgent - galti se do baar top up ho gaya, duplicate amount jldi wapas chahiye reply fast please",roman_urdu,"I accidentally topped up twice, I need the duplicate amount refunded asap.",refunds,FAQ-028,N/A,frustrated,phone_call,small_business_owner,FALSE,29/04/2026 13:26
Q-0309,"mera transfer itni dair se pending kyun dikha raha hai, 30 minute pehle paisa bheja tha",roman_urdu,"Why is my transfer showing pending for so long, I sent money 30 minutes ago.",transaction_status,FAQ-011,N/A,neutral,in_app_chat,freelancer,FALSE,05/05/2026 14:37
Q-0310,bhai bank account mein withdraw karne ka fee kitna hy zar labs se pls help,code_switched,How much is the fee to withdraw to a bank account from Zar Labs?,fees_limits,FAQ-064,Bank Transfer,neutral,whatsapp_support,student,FALSE,19/04/2026 9:41
Q-0311,Whats my daily sending limit on this app thanks,english,What's my daily sending limit on this app?,fees_limits,FAQ-061,N/A,neutral,in_app_chat,freelancer,FALSE,03/05/2026 22:25
Q-0312,"Dear support, sent money from easypaisa 20 mins ago still not reflecting in the app balance Kindly guide me.",code_switched,"I sent money from EasyPaisa 20 minutes ago, it's still not reflecting in the app balance.",transaction_status,FAQ-017,EasyPaisa,neutral,in_app_chat,senior_citizen,FALSE,19/05/2026 10:30
Q-0313,"need help fast - Screens khulne mein bara time lagta h, app kaafi laggy horaha hai ajkal need this resolved today",roman_urdu,"The app has been super laggy lately, it's taking forever to open screens.",app_technical,FAQ-098,N/A,frustrated,phone_call,small_business_owner,FALSE,24/05/2026 21:22
Q-0314,"mere account se aik transaction hui hai jo maine nahi ki thi, kaise report karu isko urgent hai",code_switched,"There's a transaction on my account that I didn't make, how do I report this, it's urgent.",fraud_report,FAQ-071,N/A,worried,in_app_chat,general_user,FALSE,21/04/2026 16:39
Q-0315,"hi, Hold pe wait nahi karna, callback mangwa sakta hu kya support se thanks",code_switched,"Can I request a callback from support, I don't want to wait on hold?",agent_escalation,FAQ-086,N/A,frustrated,phone_call,freelancer,FALSE,24/05/2026 16:31
Q-0316,"Salam, NADRA verification baar baar fail ho rahi hai meri, wajah samajh nahi aa rahi Please help me na.",code_switched,"My NADRA verification keeps failing repeatedly, I can't understand the reason.",kyc_cnic,FAQ-043,N/A,frustrated,in_app_chat,senior_citizen,FALSE,15/05/2026 3:01
Q-0317,"Salam, do you guys give partial refunds if only part of the bill was wrong Please help me na.",english,Do you give partial refunds if only part of the bill was wrong?,refunds,FAQ-027,N/A,neutral,in_app_chat,senior_citizen,FALSE,30/06/2026 14:55
Q-0318,"sir meri verification status pending dikha raha hai 2 din se, kab tak approve hoga?",code_switched,"Sir my verification status has been showing pending for 2 days, when will it be approved?",account_verification,FAQ-003,N/A,neutral,phone_call,senior_citizen,FALSE,03/06/2026 12:46
Q-0319,"hello, fraud report submit kiye 5 din ho gaye, investigation mein kitna time lagta hai normally",code_switched,"It's been 5 days since I submitted a fraud report, how long does the investigation normally take?",fraud_report,FAQ-077,N/A,neutral,email,general_user,FALSE,24/04/2026 22:55
Q-0320,"urgent - naya phone liya hai, apna zar labs account kaise transfer karun usme",code_switched,"I got a new phone, how do I transfer my Zar Labs account to it?",app_technical,FAQ-097,N/A,neutral,email,small_business_owner,FALSE,26/06/2026 13:04
Q-0321,"hello, Chargeback kaise file karun, meray debit card se fraud transaction hui hai please help",code_switched,"There's been a fraudulent transaction on my debit card, how do I file a chargeback?",fraud_report,FAQ-076,Debit Card,angry,email,general_user,FALSE,04/04/2026 21:24
Q-0322,"Playstore pe mujhe option nahin mil rha kahin bhi, app update kaise karu latest version pe this is urgent",roman_urdu,"How do I get the latest app update, mine feels outdated?",app_technical,FAQ-096,N/A,neutral,whatsapp_support,small_business_owner,FALSE,14/06/2026 10:08
Q-0323,"yo, app update kaisay karun latest version pe, playstore pe nai mil raha option someone reply?",code_switched,"How do I update the app to the latest version, I can't find the option on Play Store?",app_technical,FAQ-096,N/A,neutral,whatsapp_support,student,FALSE,18/04/2026 13:40
Q-0324,"bhai Email pe kese bhju, mjhe formal complaint file krni hai likhit mein asap plz",code_switched,"I need to file a formal complaint in writing, how do I send it via email?",agent_escalation,FAQ-087,N/A,neutral,in_app_chat,student,TRUE,26/04/2026 18:30
Q-0325,"Dear support, meri beti 15 saal ki h uska bhi account bana sakta hu zar labs pe? Please hlp me na.",code_switched,"My daughter is 15 years old, can I make an account for her on Zar Labs too?",kyc_cnic,FAQ-047,N/A,neutral,phone_call,senior_citizen,TRUE,27/05/2026 20:30
Q-0326,"bhai whats the difference between basic and verified acc on zar labs, limits alag alag hain kya someone reply?",code_switched,"What's the difference between basic and verified accounts on Zar Labs, are the limits different?",account_verification,FAQ-002,N/A,neutral,in_app_chat,student,FALSE,29/05/2026 20:05
Q-0327,"Beta, mera transfer 1 ghanta se pending pe hy, paisa chala gaya but dusri taraf nai pouncha abhi tak, ye normal hai? Meherbani hogi.",code_switched,"My transfer has been pending for 1 hour, the money left my account but hasn't reached the other side yet, is this normal?",transaction_status,FAQ-011,N/A,worried,whatsapp_support,senior_citizen,FALSE,08/04/2026 22:13
Q-0328,"Beta, hold pe wait karne k bajaye kia callback mangwa sakta hu support se",roman_urdu,Can I request a callback instead of waiting in the chat queue?,agent_escalation,FAQ-086,N/A,neutral,in_app_chat,senior_citizen,FALSE,22/06/2026 1:13
Q-0329,"urgent - Seems fishy, someone posing as a zar labs agent asked me to send money to activate my account reply fast please",english,"Someone posing as a Zar Labs agent asked me to send money to activate my account, it seems fishy.",fraud_report,FAQ-074,N/A,worried,whatsapp_support,small_business_owner,FALSE,03/05/2026 6:31
Q-0330,"hey, name on my cnci doesnt match what i entered during signup, how to fix pls help",english,"The name on my CNIC doesn't match what I entered during signup, how do I fix this?",kyc_cnic,FAQ-045,N/A,neutral,email,student,TRUE,05/06/2026 16:32
Q-0331,"Bijli ka bill pay kiya tha kal se pending dikha rha h, kab confirm hoga please help",code_switched,"I paid my electricity bill and it's been showing pending since yesterday, when will it confirm?",transaction_status,FAQ-016,N/A,neutral,email,general_user,FALSE,23/05/2026 19:09
Q-0332,"top up nahi ho raha KYC limit reached bata raha hai jabke paisay hain mere pass, kya masla hai",code_switched,"My top-up isn't going through, it says KYC limit reached even though I have the funds, what's the issue?",top_up_failure,FAQ-039,N/A,frustrated,in_app_chat,general_user,FALSE,15/06/2026 14:24
Q-0333,"How to fix, name on my cnic doesnt match what i entered during signup",english,"The name on my CNIC doesn't match what I entered during signup, how do I fix this?",kyc_cnic,FAQ-045,N/A,neutral,whatsapp_support,freelancer,FALSE,11/05/2026 13:27
Q-0334,"Salam, fraud report submit kiye 5 din ho gaye, investigation mein kitna time lagta hy normally Meherbani hogi.",code_switched,"It's been 5 days since I submitted a fraud report, how long does the investigation normally take?",fraud_report,FAQ-077,N/A,neutral,email,senior_citizen,FALSE,19/04/2026 11:29
Q-0335,"excuse me, wallet mein maximum kitna balance rakh sakta hu verified account pe",code_switched,What's the maximum balance I can hold in my wallet on a verified account?,fees_limits,FAQ-068,N/A,neutral,in_app_chat,general_user,FALSE,17/06/2026 16:11
